device_id,device_name,device_type,timestamp,temperature,humidity,distance,motion,servo_state,led_states,tx_bytes,rx_bytes,connections,status,alert_type,severity,label
esp32-001,ESP32 Main Controller,esp32,2025-01-01 16:32:34,19.55,68.3,71.59,False,closed,"{'red_led': np.True_, 'green_led': np.False_}",8011,1570,4,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 09:42:27,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,temperature_anomaly,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 21:19:55,29.8,47.88,166.47,False,moving,"{'red_led': np.True_, 'green_led': np.False_}",2749,3624,1,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 15:15:19,26.39,45.41,166.04,True,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 14:24:42,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,distance_alert,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 03:08:30,19.27,79.56,60.98,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 11:13:52,25.38,44.76,101.86,True,,,0,0,0,online,distance_alert,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 11:49:33,25.03,59.9,79.59,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 00:00:53,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 12:03:39,28.36,45.95,148.02,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 19:54:19,30.24,71.47,69.07,True,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 14:10:22,27.61,66.08,83.41,True,open,"{'red_led': np.False_, 'green_led': np.False_}",2854,3887,4,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 18:17:53,20.18,50.19,18.14,False,,,0,0,0,offline,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 20:27:03,31.02,70.28,137.45,False,moving,"{'red_led': np.False_, 'green_led': np.True_}",8833,4391,1,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 06:24:58,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 05:20:52,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 08:34:38,25.42,43.94,111.15,True,moving,"{'red_led': np.False_, 'green_led': np.False_}",6210,1089,3,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 20:37:46,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 15:31:44,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,motion_detected,low,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 15:14:26,31.3,60.12,164.91,True,,,0,0,0,online,distance_alert,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 11:19:09,21.82,42.88,67.12,True,open,"{'red_led': np.True_, 'green_led': np.True_}",8423,6132,1,online,distance_alert,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 03:19:29,31.35,62.02,27.37,False,,,0,0,0,online,motion_detected,low,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 08:48:33,22.02,79.74,40.63,False,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 04:31:57,27.74,73.99,45.53,False,moving,"{'red_led': np.True_, 'green_led': np.False_}",8264,3182,2,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 04:02:11,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 01:36:51,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 10:56:31,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 16:21:37,21.15,53.11,15.96,False,open,"{'red_led': np.False_, 'green_led': np.False_}",2410,8590,2,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 05:06:35,26.9,45.41,176.74,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 14:30:45,20.86,59.96,54.79,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 01:07:36,21.97,65.8,198.6,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 21:35:26,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,offline,distance_alert,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 03:00:37,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 20:30:30,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,distance_alert,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 09:28:03,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,distance_alert,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 00:29:28,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 11:23:29,19.13,54.43,21.99,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 04:06:03,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,offline,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 07:32:28,26.65,40.02,103.96,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 01:23:33,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,offline,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 06:05:11,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 10:19:58,28.53,51.33,69.22,True,,,0,0,0,online,motion_detected,low,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 03:26:11,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 20:29:40,23.47,72.5,102.88,False,open,"{'red_led': np.False_, 'green_led': np.False_}",7881,3653,2,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 04:54:35,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 03:07:23,24.79,58.12,105.16,True,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 14:45:19,31.09,43.87,128.56,False,,,0,0,0,offline,motion_detected,low,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 15:09:12,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,offline,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 14:46:53,19.55,72.77,93.86,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 10:36:56,30.71,51.48,117.14,True,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 21:57:33,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,temperature_anomaly,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 03:49:44,26.64,64.33,41.6,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 23:39:56,18.46,63.76,29.43,True,open,"{'red_led': np.True_, 'green_led': np.False_}",1610,4696,3,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 05:51:11,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 12:57:35,18.77,61.91,134.76,False,,,0,0,0,online,distance_alert,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 06:41:06,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 17:00:47,25.84,65.55,95.39,True,closed,"{'red_led': np.False_, 'green_led': np.True_}",9327,9913,1,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 14:36:45,29.2,66.93,147.31,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 06:35:50,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 05:21:53,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 02:02:35,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 04:33:24,28.45,51.36,169.7,False,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 05:39:12,31.85,68.48,157.24,False,closed,"{'red_led': np.False_, 'green_led': np.True_}",3540,1504,2,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 20:18:30,18.5,67.38,132.03,True,open,"{'red_led': np.True_, 'green_led': np.False_}",1386,6371,1,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 00:58:26,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 02:25:11,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 07:54:36,28.06,70.23,56.54,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 16:27:42,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 04:58:45,24.85,46.9,45.42,True,,,0,0,0,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 16:36:39,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 02:16:43,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 17:36:24,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 05:58:28,18.26,44.12,98.42,False,closed,"{'red_led': np.True_, 'green_led': np.True_}",6908,2416,3,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 21:50:30,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 10:47:23,25.98,51.14,39.26,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 22:54:27,28.17,74.53,87.87,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 18:46:15,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 06:44:47,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 07:51:57,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 13:57:06,21.31,56.46,46.0,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 10:05:11,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 05:06:09,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,distance_alert,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 04:03:57,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,offline,distance_alert,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 04:51:07,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 23:09:30,18.9,79.74,62.88,True,open,"{'red_led': np.False_, 'green_led': np.True_}",7410,4466,4,online,distance_alert,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 14:16:21,28.89,71.44,101.3,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 19:20:10,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 21:28:29,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 16:31:18,27.26,43.11,160.07,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 14:53:14,27.32,48.82,175.12,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 00:29:17,29.52,62.55,158.96,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 00:19:54,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 03:14:11,29.27,58.97,97.32,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 23:22:09,27.36,42.41,116.61,False,,,0,0,0,online,distance_alert,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 19:46:12,20.77,59.06,94.88,False,moving,"{'red_led': np.True_, 'green_led': np.True_}",7865,7308,1,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 00:08:59,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 06:22:59,24.98,52.35,129.2,False,moving,"{'red_led': np.False_, 'green_led': np.True_}",1797,3357,4,online,distance_alert,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 06:10:58,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,distance_alert,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 13:44:46,28.02,44.14,21.39,True,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 13:27:44,23.01,47.04,110.33,False,moving,"{'red_led': np.True_, 'green_led': np.True_}",5665,6634,1,online,distance_alert,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 05:07:53,27.16,53.23,49.46,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 13:08:25,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 20:51:35,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 07:56:12,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 14:54:49,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,distance_alert,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 19:46:43,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 07:07:01,25.53,45.9,65.75,True,closed,"{'red_led': np.True_, 'green_led': np.False_}",4984,9066,2,online,temperature_anomaly,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 12:46:56,27.52,41.32,118.09,False,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 14:09:51,19.03,69.85,131.26,False,open,"{'red_led': np.True_, 'green_led': np.False_}",5310,3214,4,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 05:33:43,28.52,66.95,72.89,False,closed,"{'red_led': np.True_, 'green_led': np.True_}",7938,4970,1,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 14:56:28,31.35,40.34,59.57,False,,,0,0,0,offline,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 15:02:00,25.12,54.17,165.64,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 04:59:30,21.77,68.86,34.51,True,,,0,0,0,offline,motion_detected,low,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 03:47:26,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,distance_alert,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 21:48:32,19.99,42.52,38.16,True,,,0,0,0,offline,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 13:09:21,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 08:25:15,21.45,75.08,63.25,False,moving,"{'red_led': np.True_, 'green_led': np.False_}",1083,6620,3,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 21:41:37,24.53,76.46,167.52,True,closed,"{'red_led': np.True_, 'green_led': np.False_}",2707,1161,3,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 19:08:57,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,offline,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 20:39:52,22.38,66.36,158.33,False,moving,"{'red_led': np.False_, 'green_led': np.True_}",3554,1678,4,offline,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 00:55:25,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 06:53:44,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 19:39:28,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 21:56:07,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,temperature_anomaly,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 01:21:36,29.89,46.63,114.37,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 06:59:40,22.24,72.54,154.02,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 00:16:20,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,motion_detected,low,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 16:36:15,18.14,63.47,86.25,False,closed,"{'red_led': np.False_, 'green_led': np.False_}",5693,3920,4,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 14:14:55,23.17,47.18,50.87,False,,,0,0,0,online,motion_detected,low,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 05:30:35,23.05,72.17,65.12,True,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 02:52:16,20.41,73.62,196.18,True,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 18:26:13,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 10:09:56,31.36,46.32,186.06,True,closed,"{'red_led': np.True_, 'green_led': np.False_}",6849,5790,4,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 10:51:08,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 03:59:21,30.13,77.14,66.11,False,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 05:11:17,27.67,65.13,84.11,True,moving,"{'red_led': np.True_, 'green_led': np.True_}",5647,9600,2,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 18:27:18,21.8,76.6,27.19,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 11:48:44,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 08:31:19,27.98,51.74,98.38,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 13:50:35,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 21:39:16,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,offline,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 20:50:41,28.31,53.2,140.77,False,,,0,0,0,online,motion_detected,low,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 16:21:30,20.13,77.51,95.62,True,,,0,0,0,online,motion_detected,low,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 19:05:39,29.77,46.25,143.38,True,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 03:38:38,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 12:35:39,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 16:07:40,24.96,61.18,80.2,True,open,"{'red_led': np.False_, 'green_led': np.True_}",9662,9283,2,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 22:17:06,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 00:57:16,24.19,57.18,171.66,False,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 05:05:40,19.35,61.68,146.53,False,closed,"{'red_led': np.False_, 'green_led': np.True_}",5473,7022,4,online,motion_detected,low,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 04:01:42,27.2,78.31,79.43,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 20:17:43,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 17:24:53,24.17,72.79,123.17,True,open,"{'red_led': np.True_, 'green_led': np.True_}",4908,3873,3,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 13:29:51,23.43,58.28,182.38,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 02:12:23,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 20:07:50,22.13,50.26,47.23,True,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 07:52:07,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 14:51:08,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 21:08:45,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 22:04:09,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,offline,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 16:04:00,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 19:32:19,23.26,77.14,109.96,False,moving,"{'red_led': np.True_, 'green_led': np.True_}",4199,4282,3,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 22:24:33,23.35,71.62,32.66,False,open,"{'red_led': np.True_, 'green_led': np.False_}",8642,6863,3,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 14:18:19,19.96,42.67,174.01,True,moving,"{'red_led': np.False_, 'green_led': np.False_}",1852,2946,1,online,distance_alert,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 11:31:54,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 01:59:28,19.72,66.2,199.96,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 17:56:54,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 00:47:27,30.76,46.39,72.1,False,open,"{'red_led': np.True_, 'green_led': np.True_}",8891,4079,2,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 10:16:17,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,distance_alert,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 20:40:56,19.98,62.18,147.45,False,moving,"{'red_led': np.True_, 'green_led': np.True_}",3788,7874,3,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 21:45:14,21.13,79.8,62.88,False,open,"{'red_led': np.False_, 'green_led': np.True_}",8424,3704,2,online,distance_alert,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 09:05:25,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 10:06:59,20.46,49.82,77.56,False,open,"{'red_led': np.True_, 'green_led': np.True_}",9447,8811,1,online,temperature_anomaly,medium,anomaly
